Reference tree	Other tree	Symmetric difference	Euclidean distance	Robinson-Foulds distance
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s167.align.1.tree	16	205.852162638	717.17818
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s168.align.1.tree	16	205.858980495	717.17146
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s169.align.1.tree	20	205.737751142	716.93762
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s170.align.1.tree	26	205.733757925	717.24805
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s171.align.1.tree	24	205.859630557	717.18492
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s172.align.1.tree	22	205.844102088	717.22973
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s173.align.1.tree	12	205.756471975	716.62595
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s174.align.1.tree	12	205.881627823	716.92321
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s175.align.1.tree	26	205.903939024	717.6014
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s176.align.1.tree	24	205.939716973	717.49003
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s177.align.1.tree	18	205.911816626	717.45139
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s178.align.1.tree	20	205.930912177	717.47228
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s179.align.1.tree	24	205.806806561	717.19443
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s180.align.1.tree	14	205.814166286	716.60155
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s181.align.1.tree	24	205.70748382	716.64588
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s182.align.1.tree	18	205.69597685	716.65058
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s183.align.1.tree	20	205.904778899	717.30388
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s184.align.1.tree	20	205.868535563	717.03501
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s185.align.1.tree	16	205.834643624	717.25405
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s186.align.1.tree	26	205.812788311	717.63769
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s187.align.1.tree	18	205.914433279	717.20916
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s188.align.1.tree	26	205.902009281	717.64404
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s189.align.1.tree	22	205.763617557	716.92393
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s190.align.1.tree	24	205.773113854	716.869
